start_frame,n_points,success,message,A,A_err,t_0,t_0_err,tau,tau_err,C,C_err,rss
102,2,True,ok,1829.0,inf,103.0,0.0,2.536016858693326,inf,58.0,0.0,26097.413719361124
102,3,True,ok,1831.272218982757,8.47019103214525,103.0,0.0,2.4932667505932797,0.03299569177426718,58.0,0.0,20792.45129195241
102,4,True,ok,1834.3748892478397,11.154257178022597,103.0,0.0,2.4601772089236573,0.034069984776202836,58.0,0.0,17473.85865828506
102,5,True,ok,1843.8773221546603,31.288319563880258,103.0,0.0,2.3841907914978706,0.08092563271041514,58.0,0.0,12140.876644419783
102,6,True,ok,1852.344514092816,40.5700048114371,103.0,0.0,2.3276149056384052,0.09519706133675644,58.0,0.0,10204.109191241865
102,7,True,ok,1854.5567435257547,37.25817862115636,103.0,0.0,2.314413796893872,0.08379526082511038,58.0,0.0,10007.531907625704
102,8,True,ok,1856.6705994438548,35.5246332208749,103.0,0.0,2.302699554943402,0.0779219218485567,58.0,0.0,9914.942186972423
102,9,True,ok,1858.2409237000536,34.24127227323703,103.0,0.0,2.294447195144468,0.0740542462889078,58.0,0.0,9895.856488305482
103,2,True,ok,1233.0,inf,104.0,0.0,2.422532567280049,inf,58.0,0.0,15437.756160248957
103,3,True,ok,1234.3359526442616,5.102162650458666,104.0,0.0,2.387407854199852,0.027586003774516154,58.0,0.0,12977.346135938904
103,4,True,ok,1243.0797541670072,28.84778990188818,104.0,0.0,2.2582390480509695,0.11586099200878765,58.0,0.0,6814.345900234055
103,5,True,ok,1250.647024780193,35.54947414077211,104.0,0.0,2.1755878773548414,0.12175681616000042,58.0,0.0,5180.153149573353
103,6,True,ok,1251.5757202507764,30.75943129487794,104.0,0.0,2.1670213041007647,0.09913517020302741,58.0,0.0,5117.601041365646
103,7,True,ok,1253.062282124225,28.271343245808318,104.0,0.0,2.154630041156272,0.08789254910721349,58.0,0.0,5063.137331570801
103,8,True,ok,1254.3207244608168,26.75673119251998,104.0,0.0,2.144841190091954,0.08153331224907082,58.0,0.0,5049.962611201383
104,2,True,ok,816.0,inf,105.0,0.0,2.327463210398022,inf,58.0,0.0,10450.939611153532
104,3,True,ok,822.9505705449676,28.94032141442339,105.0,0.0,2.0771634895193642,0.19091037550066564,58.0,0.0,2881.798671772086
104,4,True,ok,828.5436049250636,29.299128309375536,105.0,0.0,1.9685249644630827,0.14840901135442022,58.0,0.0,2072.7629960499144
104,5,True,ok,827.5139949061569,23.991386918115406,105.0,0.0,1.9837497379763125,0.1121752428583023,58.0,0.0,2090.480354385363
104,6,True,ok,828.0660868390897,20.791642713587102,105.0,0.0,1.9766699248119655,0.0925071080027596,58.0,0.0,2078.456782663136
104,7,True,ok,828.8772122583968,19.053853141608712,105.0,0.0,1.9671748292529077,0.08247483078058059,58.0,0.0,2072.6016722295703
105,2,True,ok,531.0,inf,106.0,0.0,1.7111492259076988,inf,58.0,0.0,820.9180212443749
105,3,True,ok,532.3017958954657,6.446294483973745,106.0,0.0,1.6582150703904852,0.04838690949813086,58.0,0.0,1117.4052492835585
105,4,True,ok,528.1471574607104,17.61977143969868,106.0,0.0,1.7616286290006924,0.12299376907025654,58.0,0.0,714.0590933954288
105,5,True,ok,527.3544099546881,14.620430653634045,106.0,0.0,1.7777909922009747,0.09588828316057951,58.0,0.0,710.7547723860965
105,6,True,ok,527.6043688359956,12.66348732597385,106.0,0.0,1.773263795604962,0.08005180081059911,58.0,0.0,710.1884489968611
106,2,True,ok,296.0,inf,107.0,0.0,1.5457519290311816,inf,58.0,0.0,1671.7545349347981
106,3,True,ok,290.8216925613586,22.84321774989964,107.0,0.0,1.9137985220419813,0.3798250036023817,58.0,0.0,597.3000739451254
106,4,True,ok,290.76623619614014,15.871430909906799,107.0,0.0,1.9165093486057978,0.22183063775641707,58.0,0.0,598.6553099797247
106,5,True,ok,291.6877961266052,13.311142995400818,107.0,0.0,1.880460979740803,0.16697317541719114,58.0,0.0,589.357877702123
107,2,True,ok,155.0,inf,108.0,0.0,3.5555406112676713,inf,58.0,0.0,2164.780409660848
107,3,True,ok,158.87268120287794,14.63536310695626,108.0,0.0,2.432259509786914,0.632512625160613,58.0,0.0,527.7454721429463
107,4,True,ok,161.29718375295718,13.660564170569435,108.0,0.0,2.143867741255975,0.3952618859664492,58.0,0.0,412.95508580784315
108,2,True,ok,117.0,inf,109.0,0.0,1.5353905904558451,inf,58.0,0.0,7.859156987362139
108,3,True,ok,117.34247916731545,1.8898700327654891,109.0,0.0,1.47806829068713,0.05587139287206044,58.0,0.0,3.6889007461763352
109,2,True,ok,61.0,inf,110.0,0.0,1.344848763712582,inf,58.0,0.0,0.0
